norm_title,description,audience_group,genres,sentiment_score,violence_flag
sex education,"Insecure Otis has all the answers when it comes to sex advice, thanks to his therapist mom. So rebel Maeve proposes a school sex-therapy clinic.",adult,['comedy'],-0.2006,0
squid game,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits — with deadly high stakes.",adult,"['drama', 'thriller']",0.6597,0
father who moves mountains,"When his son goes missing during a snowy hike in the mountains, a retired intelligence officer will stop at nothing — and risk everything — to find him.",adult,"['drama', 'thriller']",0.1316,0
stronghold,"Tired of the small-time grind, three Marseille cops get a chance to bust a major drug network. But lines blur when a key informant makes a big ask.",adult,"['action', 'drama']",-0.1154,0
angry birds,"Birds Red, Chuck and their feathered friends have lots of adventures while guarding eggs in their nest that pesky pigs keep trying to steal.",child,['comedy'],0.0258,0
birth of the dragon,"A young Bruce Lee angers kung fu traditionalists by teaching outsiders, leading to a showdown with a Shaolin master in this film based on real events.",teen,"['action', 'drama']",-0.8402,0
heman and the masters of the universe,Mighty teen Adam and his heroic squad of misfits discover the legendary power of Grayskull — and their destiny to defend Eternia from sinister Skeletor.,child,['sci-fi'],-0.0772,0
jaws,"When an insatiable great white shark terrorizes Amity Island, a police chief, an oceanographer and a grizzled shark hunter seek to destroy the beast.",child,"['action', 'drama']",-0.5423,1
jaws 2,"Four years after the last deadly shark attacks, police chief Martin Brody fights to protect Amity Island from another killer great white.",child,"['drama', 'horror', 'thriller']",-0.4939,1
jaws 3,"After the staff of a marine theme park try to capture a young great white shark, they discover its mother has invaded the enclosure and is out for blood.",child,"['action', 'horror', 'thriller']",0.6249,1
jaws the revenge,"After another deadly shark attack, Ellen Brody has had enough of Amity Island and moves to the Caribbean – but a great white shark follows her there.",teen,"['action', 'horror', 'thriller']",0.6808,1
my heroes were cowboys,"Robin Wiltshire's painful childhood was rescued by Westerns. Now he lives on the frontier of his dreams, training the horses he loves for the big screen.",child,['documentary'],0.743,0
safe house,Young CIA operative Matt Weston must get a dangerous criminal out of an agency safe house that's come under attack and get him to a securer location.,adult,['action'],-0.6369,1
smart money woman,"Five glamorous millennials strive for success as they juggle careers, finances, love and friendships. Based on Arese Ugwu's 2016 best-selling novel.",adult,"['comedy', 'romance']",0.9442,0
training day,A rookie cop with one day to prove himself to a veteran LAPD narcotics officer receives a crash course in his mentor's questionable brand of justice.,adult,"['drama', 'thriller']",-0.128,0
castle and castle,"A pair of high-powered, successful lawyers find themselves defending opposite interests of the justice system, causing a strain on their happy marriage.",adult,['drama'],0.9136,0
dharmakshetra,"After the ancient Great War, the god Chitragupta oversees a trial to determine who were the battle's true heroes and villains.",child,"['drama', 'sci-fi']",0.4588,1
inuyasha the movie 2 the castle beyond the looking glass,"With their biggest foe seemingly defeated, InuYasha and his friends return to everyday life. But the peace is soon shattered by an emerging new enemy.",teen,['action'],-0.7269,0
inuyasha the movie 3 swords of an honorable ruler,The Great Dog Demon beaqueathed one of the Three Swords of the Fang to each of his two sons. Now the evil power of the third sword has been awakened.,teen,['action'],-0.0772,0
inuyasha the movie 4 fire on the mystic island,"Ai, a young half-demon who has escaped from Horai Island to try to help her people, returns with potential saviors InuYasha, Sesshomaru and Kikyo.",child,['action'],0.4019,0
inuyasha the movie affections touching across time,"A powerful demon has been sealed away for 200 years. But when the demon's son is awakened, the fate of the world is in jeopardy.",child,['action'],-0.5023,0
naruto shippuden the movie blood prison,"Mistakenly accused of an attack on the Fourth Raikage, ninja Naruto is imprisoned in the impenetrable Hozuki Castle and his powers are sealed.",teen,['action'],-0.8591,1
naruto shippûden the movie bonds,"When strange ninjas ambush the village of Konohagakure, it's up to adolescent ninja Naruto and his long-missing pal, Sasuke, to save the planet.",child,['action'],0.34,0
naruto shippûden the movie the will of fire,"When four out of five ninja villages are destroyed, the leader of the one spared tries to find the true culprit and protect his land.",child,['action'],0.296,0
naruto shippuden the movie,"The adventures of adolescent ninja Naruto Uzumaki continue as he's tasked with protecting a priestess from a demon – but to do so, he must die.",child,['action'],-0.7223,0
naruto shippuden the movie the lost tower,"When Naruto is sent to recover a missing nin, the rogue manages to send him 20 years into the past, where he unites with his father to battle evil.",teen,['action'],-0.8481,0
naruto the movie 2 legend of the stone of gelel,"While on a mission to return a missing pet, Naruto and two fellow ninjas are ambushed by brutal knights led by the enigmatic Temujin.",child,['action'],-0.743,0
naruto the movie 3 guardians of the crescent moon kingdom,"Exuberant ninja Naruto teams up with his pals Sakura and Kakashi to escort Prince Michiru and his son, Hikaru, to the Crescent Moon kingdom.",child,['action'],0.5859,0
naruto the movie ninja clash in the land of snow,"Naruto, Sasuke and Sakura learn they'll be protecting an actress from being hurt while making her next film, but it turns out she's a princess.",child,['action'],-0.296,0
raja rasoi aur anya kahaniyan,"Explore the history and flavors of regional Indian cuisine, from traditional Kashmiri feasts to the vegetarian dishes of Gujarat.",child,['documentary'],0.0,0
saved by the bell,"From middle school to college, best friends Zack, Kelly, Slater, Jessie, Screech and Lisa take on the highs and lows of life together in this hit series.",child,['comedy'],0.7579,0
schumacher,"Through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time Formula 1 champion Michael Schumacher.",teen,['documentary'],0.6597,0
stories by rabindranath tagore,The writings of Nobel Prize winner Rabindranath Tagore come to life in this collection of tales set in early-20th-century Bengal.,child,['drama'],0.7964,0
too hot to handle latino,"On this reality show, singles from Latin America and Spain are challenged to give up sex. But here, abstinence comes with a silver lining: US$100,000.",adult,['romance'],-0.0516,0
jack whitehall travels with my father,"Jovial comic Jack Whitehall invites his stuffy father, Michael, to travel with him through Southeast Asia in an attempt to strengthen their bond.",adult,['documentary'],0.6369,0
king of boys,"When a powerful businesswoman’s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything.",adult,['drama'],-0.3612,0
little singham black shadow,Kid cop Little Singham loses all his superpowers while trying to stop the demon Kaal’s new evil plans! Can his inner strength help him defeat the enemy?,child,['comedy'],-0.8595,0
tughlaq durbar,A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,teen,"['comedy', 'drama']",0.0,0
kate,"Slipped a fatal poison on her final job, a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge.",adult,['action'],-0.886,0
lucifer,"Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective.",teen,"['comedy', 'drama']",-0.9022,0
omo ghetto the saga,"Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.",adult,"['action', 'comedy', 'drama']",-0.6369,1
prey,A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,adult,['thriller'],0.2023,1
blood brothers malcolm x muhammad ali,"From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",teen,['documentary'],-0.4588,0
paradise hills,"Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse.",adult,"['sci-fi', 'thriller']",-0.6187,0
women and the murderer,This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,teen,['documentary'],-0.6486,1
into the night,Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.,adult,['drama'],-0.5859,0
jje,"Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?",adult,"['drama', 'romance']",0.9081,0
show dogs,A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,child,['comedy'],-0.2263,0
if i leave here tomorrow a film about lynyrd skynyrd,"Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.",adult,['documentary'],0.0,0
kid cosmic,A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone.,child,"['comedy', 'sci-fi']",0.6966,0
on the verge,"Four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.",adult,"['comedy', 'drama']",0.8176,0
untold breaking point,"Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.",adult,['documentary'],0.3612,0
countdown inspiration4 mission to space,"From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.",teen,['documentary'],0.0,0
shadow parties,A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,adult,"['drama', 'thriller']",-0.836,1
angamaly diaries,"After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",teen,"['action', 'comedy', 'drama']",-0.7184,1
bunkd,"The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met.",child,['comedy'],0.6808,0
champion heart,"When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",child,['drama'],-0.4215,0
dive club,"On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing.",child,['drama'],0.0772,1
money heist from tokyo to berlin,"The filmmakers and actors behind ""Money Heist"" characters like Tokyo and the Professor talk about the emotional artistic process of filming the series.",adult,['documentary'],0.4767,0
afterlife of the party,Cassie lives to party... until she dies in a freak accident. Now this social butterfly needs to right her wrongs on Earth if she wants to earn her wings.,child,"['comedy', 'romance']",-0.7184,0
anjaam,"A wealthy industrialist’s dangerous obsession with a flight attendant destroys her world, until she takes matters into her own hands to exact revenge.",teen,"['drama', 'thriller']",-0.872,0
bright star,This drama details the passionate three-year romance between Romantic poet John Keats – who died tragically at age 25 – and his great love and muse.,child,"['drama', 'romance']",0.8934,0
dhanak,A movie-loving 10-year-old and her blind little brother trek to meet Indian superstar Shah Rukh Khan for help in getting the boy an eye operation.,child,"['comedy', 'drama']",0.0,0
final account,This documentary stitches together never-before-seen interviews with the last living generation of people who participated in Hitler's Third Reich.,teen,['documentary'],0.0,0
gurgaon,"When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems – and plans – of his own.",teen,"['drama', 'thriller']",0.4215,0
here and there,"After meeting through a heated exchange on social media, two people with different backgrounds begin an online romance in the midst of a pandemic.",adult,"['drama', 'romance']",0.5574,0
heroes of goo jit zu,"After a meteor crash, a group of zoo animals transforms into squishy, gooey and stretchy superheroes with special powers and soon takes on evildoers.",child,['comedy'],-0.5267,0
hotel del luna,"When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.",teen,"['comedy', 'romance']",-0.7269,0
in the cut,"After embarking on an affair with the cop probing the murder of a young woman, an insular schoolteacher suspects her lover was involved in the crime.",adult,['thriller'],-0.7783,1
qforce,"A gay superspy and his scrappy LGBTQ squad fight to prove themselves to the agency that underestimated them. Today, West Hollywood… tomorrow, the world!",adult,"['action', 'comedy']",-0.6114,1
shikara,A couple must strive to remain resilient after regional hostilities drive them from their beloved home into a refugee camp.,teen,"['drama', 'romance']",0.0516,0
cinderella story,Teen Sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. Can her lost cell phone bring them together?,child,['comedy'],0.1027,0
agatha christies crooked house,"When a detective investigates the death of his ex-lover's grandfather, he uncovers secrets about the tycoon's manipulative family.",teen,"['drama', 'thriller']",-0.5994,1
unfinished life,"A grieving widow and her daughter move in with her estranged father-in-law in Wyoming, where time allows them to heal and forgive.",teen,['drama'],-0.296,0
blade runner the final cut,"In a smog-choked dystopian Los Angeles, blade runner Rick Deckard is called out of retirement to snuff a quartet of escaped ""replicants.""",adult,['action'],0.0,0
brave animated series,A group of superheroes sets out to rid the world of evil — only to realize they may not be standing on the side of justice. Based on a popular comic.,adult,"['action', 'comedy']",0.2023,0
chappie,"In a futuristic society where an indestructible robot police force keeps crime at bay, a lone droid evolves to the next level of artificial intelligence.",adult,"['action', 'sci-fi']",-0.2263,1
clear and present danger,"When the president's friend is murdered, CIA Deputy Director Jack Ryan becomes unwittingly involved in an illegal war against a Colombian drug cartel.",teen,"['action', 'drama']",-0.8658,1
cliffhanger,"Ranger Gabe Walker and his partner are called to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers.",adult,['action'],0.5106,0
cold mountain,"This drama follows a wounded Civil War soldier making the long journey home, while his faraway love fights for survival on her deceased father's farm.",adult,"['drama', 'romance']",-0.34,1
crocodile dundee in los angeles,"When Mick ""Crocodile"" Dundee and his family land in Los Angeles, they soon learn some lessons about American life in this comedy sequel.",child,"['action', 'comedy']",0.4357,0
dear john,"While on summer leave, a U.S. soldier falls for a college student. But when he's forced to reenlist, their handwritten letters hold the lovers together.",teen,"['drama', 'romance']",0.128,0
do the right thing,"On a sweltering day in Brooklyn, simmering racial tensions between residents rise to the surface and ignite rage, violence and tragedy.",adult,"['comedy', 'drama']",-0.9413,1
el patrón radiografía de un crimen,A lawyer defends an illiterate man whose exploitation by a cruel boss while working as a butcher in Buenos Aires led to tragedy. Based on a true case.,adult,"['drama', 'thriller']",-0.7506,0
extraction,"When a retired CIA agent is kidnapped, his son, a government analyst, embarks on an unauthorized mission to find him and halt a terrorist plot.",adult,['action'],-0.6908,1
freedom writers,"While her at-risk students are reading classics such as ""The Diary of Anne Frank,"" a teacher asks them to keep journals about their troubled lives.",teen,['drama'],-0.4588,0
green lantern,Test pilot Hal Jordan harnesses glowing new powers for good when he wears an otherworldly ring and helps an intergalactic force stop a powerful threat.,teen,"['action', 'sci-fi']",0.4019,0
house party,"Grounded by his strict father, Kid risks life and limb to go to his best friend Play's big bash but experiences one obstacle after another.",adult,['comedy'],-0.0258,0
house party 2,"Kid goes off to college with scholarship money but when Play loses Kid's tuition funds to a shady music promoter, they devise a wild plan to raise cash.",adult,['comedy'],0.0387,0
house party 3,"After Kid gets engaged, Play plans to throw the biggest bachelor party ever. But every celebration for these two always comes with complications.",adult,['comedy'],0.5267,0
i got the hook up,"After getting their hands on a misdirected shipment of cell phones, two hustlers try to cash in by hawking the merchandise from the back of their van.",adult,"['action', 'comedy']",0.0,0
in too deep,"Rookie cop Jeffrey Cole poses as a drug dealer to take down a crime lord and soon gets caught up in an underworld of bribery, intimidation and murder.",adult,['thriller'],-0.9001,1
initial d,"By day, an 18-year-old delivers tofu for his father, a retired race car driver; but by night, it's the teen's turn to take the wheel.",teen,['action'],0.0,0
janoskians untold and untrue,Follow the story of three Australian brothers and their two friends who became an international sensation by posting pranks and gags on YouTube.,adult,['comedy'],0.4767,0
labyrinth,"In Jim Henson's fantasy, teen Sarah embarks on a life-altering quest to rescue her little brother from the clutches of a treacherous goblin.",child,['action'],0.5106,0
letters to juliet,"By responding to a letter addressed to Shakespeare's tragic heroine Juliet Capulet, an American woman in Verona, Italy, is led in search of romance.",child,"['comedy', 'drama', 'romance']",0.6486,0
level 16,"In a bleak academy that teaches girls the virtues of passivity, two students uncover the ghastly purpose behind their training and resolve to escape.",teen,"['sci-fi', 'thriller']",0.7003,0
love dont cost a thing,A nerdy teen tries to make himself cool by association when he convinces a popular cheerleader to pose as his girlfriend.,teen,"['comedy', 'romance']",0.7579,0
love in a puff,"When the Hong Kong government enacts a ban on smoking cigarettes indoors, the new law drives hard-core smokers outside, facilitating unlikely connections.",adult,"['comedy', 'drama']",-0.5574,0
major dad,"When he marries a journalist and becomes stepdad to her daughters, a U.S. Marine finds his once-orderly life no longer entirely under his command.",child,['comedy'],-0.296,0
mars attacks,"As flying saucers head for Earth, the president of the United States prepares to welcome alien visitors but soon learns they're not coming in peace.",teen,"['comedy', 'sci-fi']",-0.2204,0
marshall,"This biopic of Thurgood Marshall, the first Black U.S. Supreme Court justice, centers on his pivotal work in a sensational case as an NAACP lawyer.",teen,['drama'],0.7906,0
my bosss daughter,"A young man house-sits for his mean boss, hoping to use it as an opportunity to win the heart of the boss's daughter, on whom he's long had a crush.",adult,"['comedy', 'romance']",0.8316,0
mystery men,A team of far-from-super heroes try to earn respect by springing into action when brave and dashing Captain Amazing disappears.,teen,"['action', 'comedy']",0.9042,0
once upon a time in america,Director Sergio Leone's sprawling crime epic follows a group of Jewish mobsters who rise in the ranks of organized crime in 1920s New York City.,adult,['drama'],-0.7906,1
open season 2,Elliot the buck and his forest-dwelling cohorts must rescue their dachshund pal from some spoiled pets bent on returning him to domesticity.,child,['comedy'],0.5106,0
osmosis jones,Peter and Bobby Farrelly outdo themselves with this partially animated tale about an out-of-shape 40-year-old man who's the host to various organisms.,child,"['action', 'comedy']",0.0,0
poseidon,"A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel, sending passengers into a battle for survival.",teen,"['action', 'drama']",-0.7717,0
rhyme reason,"The world and culture of rap song topics such as race, violence, police, family and sex are examined by hip-hop performers from both coasts.",adult,['documentary'],-0.6249,1
same kind of different as me,A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story.,teen,['drama'],0.8201,0
school of rock,"Musician Dewey Finn gets a job as a fourth-grade substitute teacher, where he secretly begins teaching his students the finer points of rock 'n' roll.",teen,['comedy'],0.0,0
snervous tyler oakley,"The inspiring Internet star and LGBT advocate shares an intimate view of his life and relationships during his international ""Slumber Party"" tour.",teen,['documentary'],0.7717,0
tears of the sun,"A Navy SEAL is sent to a war-torn African jungle to rescue a doctor, only to realize he must also save the refugees in the physician's care.",adult,"['action', 'drama']",0.8658,1
blue lagoon,"Two shipwrecked children, stranded for years on a deserted island, fall in love as teenagers and attempt to forge a life in the isolated paradise.",adult,"['drama', 'romance']",0.7964,0
golden child,A fast-talking L.A. social worker goes through a series of traps and terrors to find a kidnapped Tibetan child with mystical powers.,teen,"['action', 'comedy']",-0.5574,1
guns of navarone,"During World War II, British forces launch an attack designed to take out the massive Nazi cannons that guard a critical sea channel.",teen,['action'],-0.8519,1
interview,Seth Rogen and James Franco star in this provocative comedy about two journalists recruited by the CIA after they arrange an interview with Kim Jong-un.,adult,"['action', 'comedy']",0.3612,0
nutty professor,"After being made fun of for his weight, a kind and brainy professor takes a dose of a revolutionary formula that changes more than just his appearance.",teen,"['comedy', 'romance']",0.7717,0
nutty professor ii the klumps,"After getting engaged, Sherman Klump prepares for his big day. But his sinister alter ego Buddy Love threatens to ruin his wedding and reputation.",teen,"['comedy', 'romance']",-0.8074,0
turning point 911 and the war on terror,"This unflinching series documents the 9/11 terrorist attacks, from Al Qaeda's roots in the 1980s to America's response, both at home and abroad.",teen,['documentary'],-0.8225,1
welcome home roscoe jenkins,"R.J. travels to Georgia for his parents' 50th anniversary. But after pompously flaunting his Hollywood lifestyle, he must examine what he's become.",teen,['comedy'],0.0,0
in the line of fire,A twisted yet ingenious killer torments a veteran Secret Service agent who's haunted by his failure years ago to save President John F. Kennedy.,adult,['action'],-0.8176,1
untold crime penalties,"They were the bad boys of hockey — a team bought by a man with mob ties, run by his 17-year-old son, and with a rep for being as violent as they were good.",adult,['documentary'],-0.6705,0
hometown chachacha,"A big-city dentist opens up a practice in a close-knit seaside village, home to a charming jack-of-all-trades who is her polar opposite in every way.",teen,"['comedy', 'romance']",0.5859,0
ingenuity of the househusband,A tough guy with a knack for housework tackles household tasks with meticulous care in these comedic live-action vignettes.,child,['comedy'],0.6597,0
2 alone in paris,"A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth.",adult,['comedy'],-0.25,0
bread barbershop,"In a town filled with food, Bread is a master cake decorator who gives life-changing makeovers that will put any customer in an amazing mood.",child,['comedy'],0.5859,0
thimmarusu,"Eight years after a young man is framed for murder, an up-and-coming lawyer re-opens the case, beginning a tricky mission to find the real culprit.",teen,['drama'],-0.743,1
wind river,A tracker with the U.S. Fish and Wildlife Service assists a rookie FBI agent who's investigating a teen girl's murder on a remote Wyoming reservation.,adult,['drama'],-0.6908,1
c kkompany,"Three broke friends pose as an underworld gang for extortion, but their plan takes on a life of its own when their phony company becomes famous.",teen,"['action', 'comedy']",0.0387,0
dp,A young private’s assignment to capture army deserters reveals the painful reality endured by each enlistee during his compulsory call of duty.,adult,['drama'],-0.4404,0
deadly sins,A multimillionaire fakes his death and forces his relatives to live together in his mansion for one year to see who's worthy of inheriting his fortune.,adult,['drama'],-0.5859,1
emi liya hai to chukana padega,A bank hires an enigmatic and unorthodox debt collector to recover money from four borrowers who are unable to pay their loans.,teen,"['comedy', 'drama']",-0.4404,0
hes all that,"An influencer specializing in makeovers bets she can transform an unpopular classmate into prom king in this remake of the teen classic ""She's All That.""",teen,"['comedy', 'romance']",0.0,0
i heart arlo,It's a whole new world for Arlo and his one-of-a kind pals when they set out to restore a run-down New York City neighborhood — and make it their own.,child,['comedy'],0.6808,0
king of boys the return of the king,"Alhaja Eniola Salami starts anew and sets her sights on a different position of power, fueled by revenge, regret and ruthlessness.",adult,['drama'],-0.7351,0
koi aap sa,"Star athlete Rohan has his eye on a beautiful art student. But when his best friend Simran experiences a crisis, he drops everything to help her.",teen,"['comedy', 'drama']",0.8873,0
krishna cottage,True love is put to the test when another woman comes between a pair of star-crossed young lovers in this thriller.,teen,"['action', 'horror']",0.8957,0
kyaa kool hai hum,"Longtime friends Rahul and Karan head to Mumbai intent on making their dreams come true, but both men are suddenly saddled with bad luck.",adult,['comedy'],0.4678,0
kyaa kool hain hum 3,"When an unlikely porn actor falls for a woman outside the industry, he employs his co-stars as a stand-in traditional family to impress her father.",adult,['comedy'],0.4404,0
kyaa super kool hain hum,An aspiring actor and a struggling DJ team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog.,adult,['comedy'],0.5859,0
kyo kii main jhuth nahin bolta,The life and career of a lawyer are thrown into chaos when his son's wish magically renders him incapable of telling a lie.,teen,"['comedy', 'sci-fi']",-0.5574,0
lsd love sex aur dhokha,This provocative drama examines how the voyeuristic nature of modern society affects three unusual couples in Northern India.,adult,['drama'],0.0,0
mission istaanbul darr ke aagey jeet hai,A television journalist makes a risky career move by accepting a job offer from a controversial Istanbul television station.,teen,['action'],0.0,0
once upon a time in mumbaai,"Mumbai's top mob boss rules the underworld with honor and compassion, but his power-hungry protégé will shake up the world of organized crime.",teen,['drama'],-0.5106,1
once upon a time in mumbai dobaara,"This turbulent sequel to Once Upon a Time in Mumbai carries on the saga of the gangland don Shoaib Khan, who continues pressing for more control.",teen,['drama'],0.0,0
ragini mms,A couple out to have a sensuous weekend at a house outside of Mumbai finds it rigged with surveillance cameras and occupied by an evil entity.,adult,['horror'],-0.7845,0
ragini mms 2,The horror continues when Ragini's video goes viral and a sleazy director decides to make a movie about the incident in the original house.,adult,['horror'],-0.34,0
rebellion,"As World War I rages, three women and their families in Dublin choose sides in the violent Easter Rising revolt against British rule.",adult,['drama'],-0.8979,1
ride on time,Take a deep dive into the beautiful world of Japan's top male idol groups from number one producer Johnny's in this revealing docuseries.,child,['documentary'],0.7184,0
sas rise of the black swan,"A special forces operative traveling from London to Paris with his girlfriend takes action when armed, ruthless mercenaries seize control of their train.",adult,['action'],0.4019,0
shootout at lokhandwala,"Based on a true story, this action film follows an incident that stunned a nation in the early 1990s. In Mumbai, India, the notorious gangster Maya holds off veteran cop Khan and a force of more than 200 policemen in a six-hour bloody gunfight.",adult,"['action', 'drama']",-0.5267,1
shor in the city,"When three small-time Mumbai crooks steal a bag on a train, they find that it's filled with weapons and realize that their lives may be in danger.",teen,"['comedy', 'drama']",-0.8591,1
